Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,latitude,longitude
130538,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,3,Manhattan,2013,01/01/2013,161.1,,40.7896239,-73.9598939
179747,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,303,East Harlem,2015,01/01/2015,50.1,,40.7947222,-73.9425
130513,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,303,East Harlem,2013,01/01/2013,55.8,,40.7947222,-73.9425
179752,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,301,Washington Heights,2015,01/01/2015,100.6,,40.8401984,-73.9402214
130511,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,301,Washington Heights,2013,01/01/2013,115.3,,40.8401984,-73.9402214
179748,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,105,Crotona -Tremont,2015,01/01/2015,56,,40.84522705,-73.8952454083798
130497,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,105,Crotona -Tremont,2013,01/01/2013,62.5,,40.84522705,-73.8952454083798
179763,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,1,Bronx,2015,01/01/2015,39.5,,40.8466508,-73.8785937
130536,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,1,Bronx,2013,01/01/2013,42.7,,40.8466508,-73.8785937
179749,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,103,Fordham - Bronx Pk,2015,01/01/2015,65,,40.85384905,-73.8777222426624
130495,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,103,Fordham - Bronx Pk,2013,01/01/2013,71,,40.85384905,-73.8777222426624
179746,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,101,Kingsbridge - Riverdale,2015,01/01/2015,35.8,,40.8877842,-73.9135870366299
130493,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,101,Kingsbridge - Riverdale,2013,01/01/2013,42.5,,40.8877842,-73.9135870366299
179818,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,410,Rockaways,2015,01/01/2015,0,,40.5592426,-73.9193835
130482,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,410,Rockaways,2013,01/01/2013,0,,40.5592426,-73.9193835
179861,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,5,Staten Island,2015,01/01/2015,0,,40.5724274,-74.1452007812605
130492,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,5,Staten Island,2013,01/01/2013,0,,40.5724274,-74.1452007812605
179815,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,503,Willowbrook,2015,01/01/2015,0,,40.6031598,-74.1384762
130485,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,503,Willowbrook,2013,01/01/2013,0,,40.6031598,-74.1384762
179816,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,501,Port Richmond,2015,01/01/2015,0,,40.6331592,-74.1365318
130483,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,501,Port Richmond,2013,01/01/2013,0,,40.6331592,-74.1365318
179840,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,206,Borough Park,2015,01/01/2015,0.2,,40.633993,-73.9968059
130457,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,206,Borough Park,2013,01/01/2013,0.2,,40.633993,-73.9968059
179819,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,208,Canarsie - Flatlands,2015,01/01/2015,0,,40.64165365,-73.9032711545942
130459,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,208,Canarsie - Flatlands,2013,01/01/2013,0,,40.64165365,-73.9032711545942
179823,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,205,Sunset Park,2015,01/01/2015,0.1,,40.644337,-74.007532
130456,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,205,Sunset Park,2013,01/01/2013,0,,40.644337,-74.007532
179860,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,4,Queens,2015,01/01/2015,0.2,,40.6515585,-73.792675363175
130491,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,4,Queens,2013,01/01/2013,0.3,,40.6515585,-73.792675363175
179858,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,2,Brooklyn,2015,01/01/2015,0.1,,40.6526006,-73.9497211
130489,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,2,Brooklyn,2013,01/01/2013,0.1,,40.6526006,-73.9497211
179838,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,207,East Flatbush - Flatbush,2015,01/01/2015,0.2,,40.6537148,-73.9304151
130458,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,207,East Flatbush - Flatbush,2013,01/01/2013,0.3,,40.6537148,-73.9304151
179826,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,204,East New York,2015,01/01/2015,0,,40.6667702,-73.8823583
130455,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,204,East New York,2013,01/01/2013,0,,40.6667702,-73.8823583
179822,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,408,Jamaica,2015,01/01/2015,0.1,,40.7029134,-73.8006429
130480,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,408,Jamaica,2013,01/01/2013,0.1,,40.7029134,-73.8006429
130487,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Citywide,1,New York City,2013,01/01/2013,0.7,,40.7127281,-74.0060152
179856,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Citywide,1,New York City,2015,01/01/2015,0.5,,40.7127281,-74.0060152
179849,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2015,01/01/2015,1.2,,40.7135482,-74.0054261
130472,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2013,01/01/2013,1.7,,40.7135482,-74.0054261
179829,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,405,Ridgewood - Forest Hills,2015,01/01/2015,0.2,,40.7219648,-73.8442749853306
130477,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,405,Ridgewood - Forest Hills,2013,01/01/2013,0.3,,40.7219648,-73.8442749853306
179828,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,201,Greenpoint,2015,01/01/2015,0,,40.7237134,-73.9509714
130452,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,201,Greenpoint,2013,01/01/2013,0.1,,40.7237134,-73.9509714
179851,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,308,Greenwich Village - SoHo,2015,01/01/2015,2.6,,40.7297907,-73.9994469
130470,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,308,Greenwich Village - SoHo,2013,01/01/2013,4.1,,40.7297907,-73.9994469
179825,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,406,Fresh Meadows,2015,01/01/2015,0.4,,40.7348246,-73.7934668
130478,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,406,Fresh Meadows,2013,01/01/2013,0.5,,40.7348246,-73.7934668
179832,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,402,West Queens,2015,01/01/2015,0.2,,40.7585379,-73.9012574
130474,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,402,West Queens,2013,01/01/2013,0.3,,40.7585379,-73.9012574
179852,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,306,Chelsea - Clinton,2015,01/01/2015,4.9,,40.7613804,-73.9907136
130468,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,306,Chelsea - Clinton,2013,01/01/2013,7.7,,40.7613804,-73.9907136
179835,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,401,Long Island City - Astoria,2015,01/01/2015,0.7,,40.76538245,-73.9330318683768
130473,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,401,Long Island City - Astoria,2013,01/01/2013,0.8,,40.76538245,-73.9330318683768
179821,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,404,Bayside - Little Neck,2015,01/01/2015,0.2,,40.7668833,-73.7398197
130476,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,404,Bayside - Little Neck,2013,01/01/2013,0.2,,40.7668833,-73.7398197
179854,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,305,Upper East Side,2015,01/01/2015,5.7,,40.7743831,-73.9646405
130467,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,305,Upper East Side,2013,01/01/2013,10.8,,40.7743831,-73.9646405
179853,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,304,Upper West Side,2015,01/01/2015,7,,40.7870455,-73.9754163
130466,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,304,Upper West Side,2013,01/01/2013,11.4,,40.7870455,-73.9754163
179857,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,3,Manhattan,2015,01/01/2015,3.7,,40.7896239,-73.9598939
130490,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,3,Manhattan,2013,01/01/2013,5.9,,40.7896239,-73.9598939
179843,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,303,East Harlem,2015,01/01/2015,0.7,,40.7947222,-73.9425
130465,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,303,East Harlem,2013,01/01/2013,1.3,,40.7947222,-73.9425
179848,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,301,Washington Heights,2015,01/01/2015,4.2,,40.8401984,-73.9402214
130463,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,301,Washington Heights,2013,01/01/2013,5.8,,40.8401984,-73.9402214
179844,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,105,Crotona -Tremont,2015,01/01/2015,1.3,,40.84522705,-73.8952454083798
130449,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,105,Crotona -Tremont,2013,01/01/2013,2,,40.84522705,-73.8952454083798
179859,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,1,Bronx,2015,01/01/2015,0.9,,40.8466508,-73.8785937
130488,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,1,Bronx,2013,01/01/2013,1.2,,40.8466508,-73.8785937
179845,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,103,Fordham - Bronx Pk,2015,01/01/2015,2.3,,40.85384905,-73.8777222426624
130447,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,103,Fordham - Bronx Pk,2013,01/01/2013,3,,40.85384905,-73.8777222426624
179842,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,101,Kingsbridge - Riverdale,2015,01/01/2015,1.3,,40.8877842,-73.9135870366299
130445,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,101,Kingsbridge - Riverdale,2013,01/01/2013,2,,40.8877842,-73.9135870366299
130434,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,410,Rockaways,2013,01/01/2013,0,,40.5592426,-73.9193835
179770,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,410,Rockaways,2015,01/01/2015,0,,40.5592426,-73.9193835
179813,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,5,Staten Island,2015,01/01/2015,0.1,,40.5724274,-74.1452007812605
130444,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,5,Staten Island,2013,01/01/2013,0.1,,40.5724274,-74.1452007812605
130437,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,503,Willowbrook,2013,01/01/2013,0,,40.6031598,-74.1384762
179767,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,503,Willowbrook,2015,01/01/2015,0,,40.6031598,-74.1384762
179768,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,501,Port Richmond,2015,01/01/2015,0,,40.6331592,-74.1365318
130435,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,501,Port Richmond,2013,01/01/2013,0,,40.6331592,-74.1365318
179792,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,206,Borough Park,2015,01/01/2015,1.1,,40.633993,-73.9968059
130409,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,206,Borough Park,2013,01/01/2013,1.5,,40.633993,-73.9968059
179771,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,208,Canarsie - Flatlands,2015,01/01/2015,0,,40.64165365,-73.9032711545942
130411,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,208,Canarsie - Flatlands,2013,01/01/2013,0,,40.64165365,-73.9032711545942
130408,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,205,Sunset Park,2013,01/01/2013,0.1,,40.644337,-74.007532
179775,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,205,Sunset Park,2015,01/01/2015,0.5,,40.644337,-74.007532
130443,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,4,Queens,2013,01/01/2013,2.2,,40.6515585,-73.792675363175
179812,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,4,Queens,2015,01/01/2015,1.4,,40.6515585,-73.792675363175
130441,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,2,Brooklyn,2013,01/01/2013,0.8,,40.6526006,-73.9497211
179810,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,2,Brooklyn,2015,01/01/2015,0.7,,40.6526006,-73.9497211
130410,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,207,East Flatbush - Flatbush,2013,01/01/2013,2.3,,40.6537148,-73.9304151
179790,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,207,East Flatbush - Flatbush,2015,01/01/2015,1.7,,40.6537148,-73.9304151
130407,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,204,East New York,2013,01/01/2013,0.1,,40.6667702,-73.8823583
179778,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,204,East New York,2015,01/01/2015,0.1,,40.6667702,-73.8823583
130432,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,408,Jamaica,2013,01/01/2013,0.5,,40.7029134,-73.8006429
179774,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,408,Jamaica,2015,01/01/2015,0.4,,40.7029134,-73.8006429
130439,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Citywide,1,New York City,2013,01/01/2013,6.1,,40.7127281,-74.0060152
179808,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Citywide,1,New York City,2015,01/01/2015,3.5,,40.7127281,-74.0060152
179801,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2015,01/01/2015,8.3,,40.7135482,-74.0054261
130424,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2013,01/01/2013,13.7,,40.7135482,-74.0054261
179781,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,405,Ridgewood - Forest Hills,2015,01/01/2015,1.3,,40.7219648,-73.8442749853306
130429,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,405,Ridgewood - Forest Hills,2013,01/01/2013,2.7,,40.7219648,-73.8442749853306
179780,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,201,Greenpoint,2015,01/01/2015,0.3,,40.7237134,-73.9509714
130404,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,201,Greenpoint,2013,01/01/2013,0.4,,40.7237134,-73.9509714
179803,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,308,Greenwich Village - SoHo,2015,01/01/2015,17.8,,40.7297907,-73.9994469
130422,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,308,Greenwich Village - SoHo,2013,01/01/2013,32.9,,40.7297907,-73.9994469
179777,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,406,Fresh Meadows,2015,01/01/2015,3.1,,40.7348246,-73.7934668
130430,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,406,Fresh Meadows,2013,01/01/2013,4.3,,40.7348246,-73.7934668
130426,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,402,West Queens,2013,01/01/2013,2.3,,40.7585379,-73.9012574
179784,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,402,West Queens,2015,01/01/2015,1.1,,40.7585379,-73.9012574
179804,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,306,Chelsea - Clinton,2015,01/01/2015,36.4,,40.7613804,-73.9907136
130420,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,306,Chelsea - Clinton,2013,01/01/2013,67.4,,40.7613804,-73.9907136
130425,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,401,Long Island City - Astoria,2013,01/01/2013,6.7,,40.76538245,-73.9330318683768
179787,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,401,Long Island City - Astoria,2015,01/01/2015,5,,40.76538245,-73.9330318683768
179773,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,404,Bayside - Little Neck,2015,01/01/2015,0.9,,40.7668833,-73.7398197
130428,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,404,Bayside - Little Neck,2013,01/01/2013,1.6,,40.7668833,-73.7398197
130419,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,305,Upper East Side,2013,01/01/2013,95,,40.7743831,-73.9646405
179806,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,305,Upper East Side,2015,01/01/2015,39.4,,40.7743831,-73.9646405
130418,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,304,Upper West Side,2013,01/01/2013,99.7,,40.7870455,-73.9754163
179805,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,304,Upper West Side,2015,01/01/2015,50.9,,40.7870455,-73.9754163
179809,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,3,Manhattan,2015,01/01/2015,26.8,,40.7896239,-73.9598939
130442,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,3,Manhattan,2013,01/01/2013,50.6,,40.7896239,-73.9598939
130417,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,303,East Harlem,2013,01/01/2013,11.6,,40.7947222,-73.9425
179795,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,303,East Harlem,2015,01/01/2015,4.8,,40.7947222,-73.9425
130415,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,301,Washington Heights,2013,01/01/2013,51,,40.8401984,-73.9402214
179800,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,301,Washington Heights,2015,01/01/2015,32,,40.8401984,-73.9402214
130401,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,105,Crotona -Tremont,2013,01/01/2013,16.9,,40.84522705,-73.8952454083798
179796,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,105,Crotona -Tremont,2015,01/01/2015,8.8,,40.84522705,-73.8952454083798
179811,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,1,Bronx,2015,01/01/2015,6.3,,40.8466508,-73.8785937
130440,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,1,Bronx,2013,01/01/2013,10.3,,40.8466508,-73.8785937
130399,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,103,Fordham - Bronx Pk,2013,01/01/2013,24.5,,40.85384905,-73.8777222426624
179797,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,103,Fordham - Bronx Pk,2015,01/01/2015,16.6,,40.85384905,-73.8777222426624
130397,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,101,Kingsbridge - Riverdale,2013,01/01/2013,17.6,,40.8877842,-73.9135870366299
179794,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,101,Kingsbridge - Riverdale,2015,01/01/2015,9.1,,40.8877842,-73.9135870366299
518733,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,410,Rockaways,2012-2014,01/02/2012,9.4,,40.5592426,-73.9193835
828194,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,410,Rockaways,2017-2019,01/01/2017,8,,40.5592426,-73.9193835
131016,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,410,Rockaways,2005-2007,01/01/2005,11.7,,40.5592426,-73.9193835
151420,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,410,Rockaways,2009-2011,01/01/2009,9,,40.5592426,-73.9193835
629194,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,410,Rockaways,2015-2017,01/01/2015,7.7,,40.5592426,-73.9193835
131026,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,5,Staten Island,2005-2007,01/01/2005,7.8,,40.5724274,-74.1452007812605
151430,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,5,Staten Island,2009-2011,01/01/2009,7.8,,40.5724274,-74.1452007812605
828156,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,5,Staten Island,2017-2019,01/01/2017,7,,40.5724274,-74.1452007812605
518695,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,5,Staten Island,2012-2014,01/02/2012,7.5,,40.5724274,-74.1452007812605
629156,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,5,Staten Island,2015-2017,01/01/2015,7.5,,40.5724274,-74.1452007812605
131019,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,503,Willowbrook,2005-2007,01/01/2005,9.3,,40.6031598,-74.1384762
828197,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,503,Willowbrook,2017-2019,01/01/2017,7,,40.6031598,-74.1384762
629197,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,503,Willowbrook,2015-2017,01/01/2015,7.7,,40.6031598,-74.1384762
518736,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,503,Willowbrook,2012-2014,01/02/2012,9.8,,40.6031598,-74.1384762
151423,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,503,Willowbrook,2009-2011,01/01/2009,9.7,,40.6031598,-74.1384762
629195,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501,Port Richmond,2015-2017,01/01/2015,5.2,,40.6331592,-74.1365318
131017,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501,Port Richmond,2005-2007,01/01/2005,5.6,,40.6331592,-74.1365318
828195,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501,Port Richmond,2017-2019,01/01/2017,5,,40.6331592,-74.1365318
151421,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501,Port Richmond,2009-2011,01/01/2009,5.7,,40.6331592,-74.1365318
518734,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501,Port Richmond,2012-2014,01/02/2012,5,,40.6331592,-74.1365318
629169,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,206,Borough Park,2015-2017,01/01/2015,4.8,,40.633993,-73.9968059
828169,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,206,Borough Park,2017-2019,01/01/2017,5,,40.633993,-73.9968059
130991,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,206,Borough Park,2005-2007,01/01/2005,6.4,,40.633993,-73.9968059
518708,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,206,Borough Park,2012-2014,01/02/2012,5,,40.633993,-73.9968059
151395,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,206,Borough Park,2009-2011,01/01/2009,5.3,,40.633993,-73.9968059
518710,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,208,Canarsie - Flatlands,2012-2014,01/02/2012,5.9,,40.64165365,-73.9032711545942
629171,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,208,Canarsie - Flatlands,2015-2017,01/01/2015,6,,40.64165365,-73.9032711545942
130993,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,208,Canarsie - Flatlands,2005-2007,01/01/2005,5.6,,40.64165365,-73.9032711545942
828171,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,208,Canarsie - Flatlands,2017-2019,01/01/2017,6,,40.64165365,-73.9032711545942
151397,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,208,Canarsie - Flatlands,2009-2011,01/01/2009,5.7,,40.64165365,-73.9032711545942
828168,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,205,Sunset Park,2017-2019,01/01/2017,3,,40.644337,-74.007532
130990,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,205,Sunset Park,2005-2007,01/01/2005,3.8,,40.644337,-74.007532
518707,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,205,Sunset Park,2012-2014,01/02/2012,3.1,,40.644337,-74.007532
629168,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,205,Sunset Park,2015-2017,01/01/2015,3.1,,40.644337,-74.007532
151394,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,205,Sunset Park,2009-2011,01/01/2009,4.1,,40.644337,-74.007532
151429,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,4,Queens,2009-2011,01/01/2009,4.5,,40.6515585,-73.792675363175
828155,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,4,Queens,2017-2019,01/01/2017,5,,40.6515585,-73.792675363175
131025,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,4,Queens,2005-2007,01/01/2005,4.8,,40.6515585,-73.792675363175
518694,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,4,Queens,2012-2014,01/02/2012,4.9,,40.6515585,-73.792675363175
