Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
669792,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2019-20,12/01/2019,7.6,
649709,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2019,06/01/2019,7.8,
669791,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,6.7,
338187,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2015,06/01/2015,32.8,
131042,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,16.9,
177154,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2008-09,12/01/2008,11.8,
823418,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2022,06/01/2022,6,
221866,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2014,06/01/2014,31.3,
743672,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,30.4,
825918,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2022,06/01/2022,9.8,
827071,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2022,06/01/2022,35.8,
670925,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,29.8,
518855,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2012-2014,01/02/2012,11.1,
131282,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,12.9,
827885,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2017-2019,01/01/2017,11,
667147,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2020,01/01/2020,14.8,
828172,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,209,Bensonhurst - Bay Ridge,2017-2019,01/01/2017,5,
130994,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,8.1,
151398,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,7.2,
828028,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2017-2019,01/01/2017,4,
827501,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2017-2019,01/01/2017,9,
130946,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,25.8,
741056,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,10.8,
825919,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2021-22,12/01/2021,20.1,
549923,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2017,01/01/2017,17.7,
151494,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,13.7,
518759,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2012-2014,01/02/2012,41.3,
827556,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2017-2019,01/01/2017,36,
130370,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,73.4,
650937,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2019,06/01/2019,30.8,
211666,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2014,06/01/2014,13.8,
131474,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,16.5,
151446,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,24.9,
151542,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,5,
817170,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2019,01/01/2019,3.1,
412473,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2016,06/01/2016,13.3,
740938,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2020-21,12/01/2020,22.3,
173679,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,11.2,
412048,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2016,06/01/2016,34.3,
742324,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2020-21,12/01/2020,6.7,
816956,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2019,01/01/2019,63.2,
817169,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2010,01/01/2010,2.1,
816955,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2010,01/01/2010,56.7,
130700,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,2.8,
315605,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,209,Bensonhurst - Bay Ridge,2011,01/01/2011,1.6,
799788,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,209,Bensonhurst - Bay Ridge,2014,01/01/2014,1,
131570,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,53.6,
628404,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2015-2017,01/01/2015,40.5,
222496,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2014,06/01/2014,31.3,
122013,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,2-Year Summer Average 2009-2010,06/01/2009,28,
741057,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2021,01/01/2021,16,
175978,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,17,
212074,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2014,12/01/2013,8.6,
547532,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2016-17,12/01/2016,7.4,
547530,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2017,06/01/2017,8.5,
130460,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,209,Bensonhurst - Bay Ridge,2013,01/01/2013,0.2,
222493,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,33.9,
667382,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2019-20,12/01/2019,23.8,
176608,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2011,12/01/2010,21.6,
643365,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2018-19,12/01/2018,20.5,
175306,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2009-10,12/01/2009,26.5,
667149,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,9.8,
823419,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2021-22,12/01/2021,6.7,
130508,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,209,Bensonhurst - Bay Ridge,2013,01/01/2013,26.5,
605826,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,7.8,
177826,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2010,06/01/2010,11.6,
171571,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2008-09,12/01/2008,27.3,
518663,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2012-2014,01/02/2012,2.7,
131330,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,2.7,
823417,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2022,01/01/2022,5.6,
211972,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2014,06/01/2014,8.3,
221865,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2013,06/01/2013,31.4,
741055,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2020-21,12/01/2020,22.3,
547531,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2017,01/01/2017,7.1,
549381,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2017,06/01/2017,30.1,
175348,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2010-11,12/01/2010,28.4,
175894,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2009,06/01/2009,19,
336537,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2014-15,12/01/2014,24.9,
649708,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2019,01/01/2019,6.2,
212683,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2013-14,12/01/2013,11.5,
131378,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,11.3,
825751,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2022,06/01/2022,9.8,
176020,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2012,06/01/2012,15,
212305,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2013-14,12/01/2013,26.9,
825917,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2022,01/01/2022,14.4,
602749,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2017-18,12/01/2017,22.7,
643363,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2019,01/01/2019,15.7,
211870,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2013-14,12/01/2013,11.5,
643482,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2018-19,12/01/2018,20.5,
628500,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2015-2017,01/01/2015,8.5,
211768,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2014,12/01/2013,19.1,
602865,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,11.5,
549924,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2016-17,12/01/2016,23.8,
221862,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2010,06/01/2010,34.5,
221863,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,33.9,
211564,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2013-14,12/01/2013,26.9,
602866,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2017-18,12/01/2017,22.7,
151734,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,2.2,
151686,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,44.8,
169490,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2012,06/01/2012,10,
605996,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2018,01/01/2018,6.7,
823503,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2021-22,12/01/2021,6.7,
826327,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2022,06/01/2022,9.4,
213257,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2013-14,12/01/2013,27.6,
603037,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2017-18,12/01/2017,22.9,
643651,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2019,01/01/2019,15.9,
170434,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2013,12/01/2012,8.2,
169313,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2009,06/01/2009,10.5,
216483,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2010,06/01/2010,34.9,
216484,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2011,06/01/2011,34.5,
412760,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2015-16,12/01/2015,23.2,
216485,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2012,06/01/2012,34.9,
167543,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2009,12/01/2008,23,
213434,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2014,06/01/2014,14.2,
336823,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2015,01/01/2015,19.1,
643653,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2018-19,12/01/2018,20.8,
170198,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2009,12/01/2008,9.8,
213965,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2014,06/01/2014,8.2,
334287,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2014-15,12/01/2014,8.4,
168664,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2012-13,12/01/2012,9.9,
334285,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2015,01/01/2015,8,
669910,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2020,01/01/2020,5.9,
816746,643,Annual vehicle miles traveled,Million miles,per square mile,CD,311,Bensonhurst (CD11),2010,01/01/2010,44.1,
213788,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2013-14,12/01/2013,11.4,
605998,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2017-18,12/01/2017,8.1,
336824,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2015,06/01/2015,13.6,
214142,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2014,12/01/2013,8.6,
605997,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2018,06/01/2018,7.9,
336825,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2014-15,12/01/2014,25.5,
170375,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2012,12/01/2011,8.6,
823504,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2022,06/01/2022,6,
667725,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2020,06/01/2020,10.3,
334286,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2015,06/01/2015,8.9,
669911,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2019-20,12/01/2019,7.3,
605341,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2018,06/01/2018,31.3,
216482,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2009,06/01/2009,27.4,
827014,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2022,06/01/2022,36.5,
216487,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2014,06/01/2014,31.5,
671113,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2020,06/01/2020,30.2,
547701,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2017,06/01/2017,8.4,
742497,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2021,01/01/2021,6.4,
741228,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2021,01/01/2021,16.4,
816745,643,Annual vehicle miles traveled,Million miles,per square mile,CD,311,Bensonhurst (CD11),2019,01/01/2019,48.6,
411070,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2016,12/31/2015,7,
412105,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2016,06/01/2016,34.5,
412762,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2016,12/31/2015,18.1,
741227,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2021,06/01/2021,10.9,
550093,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2017,06/01/2017,13,
168487,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2009-10,12/01/2009,9.5,
168605,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2011-12,12/01/2011,8.6,
649997,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2019,06/01/2019,7.8,
669912,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2020,06/01/2020,6.7,
649998,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2018-19,12/01/2018,6.8,
338283,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2015,06/01/2015,33.4,
817293,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,311,Bensonhurst (CD11),2010,01/01/2010,1,
411069,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2016,06/01/2016,7.9,
411068,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2015-16,12/01/2015,7.5,
742495,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2020-21,12/01/2020,6.6,
412761,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2016,06/01/2016,13.3,
741226,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2020-21,12/01/2020,22.8,
817080,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,311,Bensonhurst (CD11),2019,01/01/2019,46,
170257,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2010,12/01/2009,9.2,
651033,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2019,06/01/2019,31.6,
170316,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2011,12/01/2010,9.7,
121678,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),2-Year Summer Average 2009-2010,06/01/2009,27.6,
549438,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2017,06/01/2017,30.5,
216486,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2013,06/01/2013,32,
743615,386,Ozone (O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2021,06/01/2021,31.2,
168546,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2010-11,12/01/2010,12,
547702,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Annual Average 2017,01/01/2017,7,
166835,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2012,06/01/2012,15.3,
166894,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2013,06/01/2013,14.2,
603035,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2018,01/01/2018,17.1,
826326,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2021-22,12/01/2021,20.2,
154476,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,311,Bensonhurst (CD11),2005,01/01/2005,2,
817294,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,311,Bensonhurst (CD11),2019,01/01/2019,1.4,
213611,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2014,12/01/2013,19.7,
550095,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2016-17,12/01/2016,24.6,
603036,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2018,06/01/2018,11.6,
169549,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2013,06/01/2013,9.8,
742496,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2021,06/01/2021,8.2,
547703,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2016-17,12/01/2016,7.4,
167779,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2013,12/01/2012,19,
550094,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2017,01/01/2017,18.2,
165891,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2010-11,12/01/2010,28.7,
166658,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2009,06/01/2009,19.2,
165832,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2009-10,12/01/2009,27.3,
165950,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2011-12,12/01/2011,22.1,
166717,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2010,06/01/2010,17.2,
166776,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2011,06/01/2011,17.3,
166009,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2012-13,12/01/2012,24.7,
167602,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2010,12/01/2009,21.9,
169372,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2010,06/01/2010,11.5,
169431,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Summer 2011,06/01/2011,11.1,
227602,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,311,Bensonhurst (CD11),2011,01/01/2011,1.7,
643652,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2019,06/01/2019,12.8,
667724,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2019-20,12/01/2019,24.3,
167661,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2011,12/01/2010,21.9,
227543,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,CD,311,Bensonhurst (CD11),2011,01/01/2011,2,
667723,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2020,01/01/2020,15.4,
167720,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2012,12/01/2011,19.7,
168428,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311,Bensonhurst (CD11),Winter 2008-09,12/01/2008,11.7,
